tweet,class
user cant tell bitch shit get job,1
wakeuppeopl3 # awakening true # motivation,0
vocal ex # healthy praise team people fans celebrate jesus,0
user tell yu uh bitch uh hoe call yu yo name,1
happy bihday friday,0
"user bitch get 20,000 followers shes boss starting boutique . wearing shades public",1
"user listening wet mon , ahead # leedsmillenium gig next month  # music # ace",0
go get left hot car die bitch,1
user goofy idiot . lot goofy dumb americans get nod . # goofydonnie,0
user ji # bihday may dreams come true may always achieve success everything,0
butters get hoes,1
"dads , happy fathers day # dad # father # fathersday # family # love",0
got ta keep name raiders tho better change hillbilly ass texas name,1
user  fave,0
niccas use like always tryn pull finesseduh nicca need mine,1
pa pack taken brainwashed cheetahs # downasquadmember # treeouts,0
user make pussy sing . user aint ? user dumb ass thought microphone,1
user monkey cigarette . hes dead serious,1
user maybe u stop talking nations leaders happens house daily .,0
beautiful day would disrespect going sleep smiling # grateful,0
user stacey dash baddest bitch evaaaa,1
1 thing people dont . via user # authenticself,0
buzzing yr 7 science today using microscopes first time # asechat user,0
user ure first last thing # mind everyday . always . hope u like .,0
user fuc pussy nasty,1
user # crybully # snowflakes wan na talk / # diversity ? read brief honesty user editor user,1
"hate niggers , hate faggots hate spicskkk rally",1
niggas must aint got # kids # life # money killing folks like,0
whoever jumps 1on1 bitch .,1
# e32016 rumours hoping true year ? games looking forward seeing ? # cantwait,0
lol 436 bitches staggering drunk,1
user user user someone needs give bitches gatoraide ten,1
icymi 2016 complete washout antiracism user # change # antiracism,1
arod like ugly bitches like fuck,1
user user # single nuts bitch,1
"user sky series link , doubt , amazing second series sensitive skin",0
# job attack bull game 3d really think head empty around city . side suppos,0
see guys next week electric sky  # edclasvegas # edc2016 # edc # lasvegas,0
fab two days new school . bring september # nqt # ittchat,0
wrong people ? able love wants . # orlando face # heabroken # crying,0
user bitch face point . user thats 24 / 7 . # thanks,1
user # shoutout user user user user # sunday ) love ? fate,0
son bitch moment open fridge food,1
user state # sysadmin age # containers # devops # datacenter,0
bitches wan na like kim k fuck way rich dont work like . get degree work desk job hoe,1
dat nicca paper fuwop n da booth,1
user user rich ? haha u broke bitch . women would ever fuck . lol .,1
people love touch hair ooo real ? yes bitch ?,1
love people use twitter bitch complain # fuckyou,1
"user fathers day , n father passsed away hey",0
user dis bitch,1
# udtapunjab leaked online . punjab cou judges mightve leaked online,0
cant wait sta college # collegelife,0
"mashed potatoes , string beans , yellow rice , chicken",0
thankful school . # thankful # positive,0
never thought could irritate like . please stop fucking bitch . surprised boyfriend puts . # stupidspecs,1
"trust player , fear bitch .",1
8th # graders say theyre high # school,0
user god damn thats one manly bitch .,1
thankful able choose . # thankful # positive,0
user watch # brighton way user # thewiam2016,0
user chance . acid rapper . soccer hackeysacker . cocky khaki jacket jacker . slap happy faggot slapper .,1
whats queen without king ? .a lonely ass bitch,1
happy fathers day # clapton # hackney # hackneywick # homeon fathersday,0
"dont love hoes , want one night jayballout # onlywantonenight # 312",1
wtf .,0
user go hoe againdog,1
user cant help notice attempting avoid acknowledging hairy pussy,1
rent redbox movie # movienight # life # movie # twitter,0
"user play soccer , cheat girls , wear khaki coloured cargos haircut yup",0
"user user user user ego , suppose ? happening happening",0
thankful knowledge . # thankful # positive,0
# friday make today # best # day # ever,0
shit game right thats play hoes .,1
nails done ready wedding tomorrow # awesome,0
bring lat name hoes know kids need know,1
user dumb bitch ?,1
user youre # 1 reason user made fav # poboy hubby even menu today # yegfood,0
user user user sound like youre pussy whooped . # freelikeabird,1
sad see many fake warrior fans . especially laker fan month ago .,0
omg throwing beer bottles street yelling drunk homeless people stop harassing trannies # game6 # torturebaseball,1
"user love bffl , dont even smoke bday bitch gone b turntttt fa",1
provide professional networking women business ; franchise launches month # sbs,0
winn dixie real niggaz publix pussies,1
read # dancing makes user user user,0
user fucking pussy,1
user  # # watever happy fasting sof  himnae means ?  # ramadhan,0
"pm u use words use ( ex . sweg , pm , yid , nid ) dating",0
dad diver . fathers day .,0
nigga got ta find hoes quick,1
bride  # dkweddking # dkwedding2016 # wedding # love # view # outdoors,0
user user yes yes yes,0
"user girl let russ pay pussy never see , meanwhile read nigga tweet",1
bahaha karma bitch,1
"user youre hoe , dont expect princess treatment .",1
gig tiiiiime # emmalouandtheagenda # gig # music,0
user sta living life way always wanted # atsocialmedia # lovelife # destress,0
"user niggahs like im draggn nutts 2 degree weather , tgere frozed like bitch",1
user trash ik wanted fuck dorsey,1
"yo new niggah cant dress better , even close looking better , dnt try make .",1
complete list indian olympic medal winners,0
shara fuck ya pussy . know meant mf .,1
"user friends user user let know phil ill. infection gone septic , fightin",0
going back school ceified working student # lovingit,0
one quaer basketball left olympics,0
damn act like bron tore acl toughen bitch lol,1
"day u. c , best luck santa ono , missed",0
"user lol bitch funny , min tossed ass curb",1
user cant find online deliveroo menu,0
ever want someone love deeply devotedly charlie kelly loves waitress .,0
matter happens # life dont let others # control # attitude,0
a1 bricks bitch gucci house,1
user user woah bitch say love ?,1
"user user yep , exactly.they care players drive pageclick counters user",0
dumb ass bitch swear,1
im.a even pretty julisa work magic bitches lol keep stalking ig see perfect want braids . hard pick,1
user youre jealous bitch,1
knockin dent dis big bitch fwm everywhere user,1
user rock cock jam clam,1
youre racist ?,1
# breadroll # potatofilling # tohell # dieting # goodlife # foodie # yummyfood,0
"# fathersday # dads # dad , # moms double duties all",0
"user grown men , wearing jerseys grown mens name dont forget fucking pom poms .",1
"user saw ajumma walk beginning saying , wow , trash cant even listen lmaoo",0
eating pussy top shoulders,1
thankful democracy . # thankful # positive,0
user nah thought u bitches lol didnt know peters girl one lmao,1
user keep ya draws hoe,1
"paxxy , hihi . . . add us snapchat   thelyvers # lyversfacts # fitness",0
haha wow . user using nword equivalent arabic abd means slave,1
"user nah worth 52 character , bitch .",1
# engrus playing good football end product . still far,0
"saw damien dandy today got hugs , im cawheels .",0
user youre attractive think straight guy wants friend.bitch stupid,1
pick ticket sidney may ball less week go # cambtweet,0
ecstatic . # iam # positive # affirmation,0
use wan na fuck bitch mo,1
"user kanye said mayonnaise colored benz , push miracle whips",0
think anthony lost 27 day streak .,0
honkey ass bitch tryna tell shit .,1
happy 24th bihday user   # kateupton # bihday,0
preach pres preach,0
user user user user user weekend great ),0
teachmeet stoke 5 days go user user user please,0
user money user staying user knows ? ? user,0
"lmao user im 25 years old , im tryna fun im hoe",1
yes simple . control .,0
thought factory bbc neutrality right wing fascism # politics # media # blm # brexit # trump # leadership 4,1
"damn , posed b family reunion weekend smh never even one smh",0
officials jihadi cockroaches booking tickets cruise ships syria,0
another # peh customer . thanks brilliant service service providers,0
user user user fck like hoe thank . ima classy bitch im dead,1
playing trash espn right .,0
best allah rest # ramdan,0
"jooooooked user user 4 old hoes , ponk , dyke outchea girl talklmao",1
user eat food thats hot start breathing like retarded dragon .,1
user hoes aint thick u clowning,1
ill stripping layers clothes instant get back gate . hot satans pussy sonbitch,1
ill gone 5 different states time tomorrow  # roadtrip # bymyself,0
user # pinchmefreesamples dogs # freesamples,0
user bring yo bitch ass whith em jump want get yo ass beat,1
"u niggas dnt like bet fck yo bitch tho ,",1
works marylous 2 years,0
shouldnt always fire # staff get work # jobs # career # careerrocks,0
# eyes dont # lie . say   # instapic # instamoment # today # wednesday,0
ready charlie chocolate factory # london2016 # memories # oompaloompas,0
# libtard # regressive . cant effo logic point w / # insults # slurs especially # refuted . thats wh,1
minus retarded poor bots .,1
last day work tomorrow self employed monday # scared # redditchbizhour,0
carl bitch,1
user idk even bothered putting makeup today . cried anyways # funeral,0
eyes though  love . # freespirit # hippie # hippy # peace # smile # positivity,0
"user people fell love flare flash one one take , dont want see process play",0
dom calls bitch boy,1
"one favorites want live happy life , tie goal , people things # qotd # life",0
morning # tgif # goodmorning # inspire,0
"roseanne really bums . show , woman . note , time chug zzzquil .",0
user user nigga proud 80 % bitch 99.99 % .01 % going get weed car,1
user saturday user user user user dinavalenz user kazzeymusic # listen to,0
user everybody think get hoes think ima playa honestly im crib wondering bout mom making yellow whi,1
ass retarted belongs short yellow bus .,1
"day juan jim , im total bitch mode hopefully week . ty user",1
bahaha omg bitch crazyyy .,1
user user fathers day thanks suppo #,0
latest equality echo thanks user user user # equality,1
im glad see broads still faggot look comes picking dudes .,1
user bruh dont user females swear best friend baddest bitch world,1
"hate point truths people , flip script like youre wrong , bitch ?",1
user # notmypresident ever # misogynistic # traitor # theresistance # putinsbitch,1
"congrats youve turned hoe housewife , dont get shitty guys start singing hit first . # butthatsnoneofmybusiness",1
user bitches love niggas got bitches,1
deserve thank everything  got ta keep voting voty,0
4 shifts left work # ahhhh # cantcomequickenough,0
"user love asking really hot , skinny bitches theyre due .",1
/ flowing wells varsity soccer tomorrow yall playing ironwood kick asses . im pretty sure fag playing user,1
"user shut arsenal already , bitch",1
ugh . drawing going well tonight . calling quits staing tomorrow . # defeated,0
user oreo cake,0
user user youre secretly yankee fan youll admit day,0
user follow # hea,0
user guys hit 400 followers time officially begin # roadto500followers # twitch,0
hoes dont like nigga love money niggas dont like nigga want somen,1
making appointments foot cover finally  # ink # coverup,0
great bday lunch pops # flowerofjoy # famlife # bihday user boardwalk,0
# countdown  almost  # 1day # thelastship,0
remember user user # prankvsprank # prank # memories,0
download # free # stockphoto user # photography # staup,0
user pig bird,0
really like em cares anyone else thinks fuck opinion,0
user superman dat hoe watch uuuuuuuuuu,1
user little bitch emotion ? cuz im feeling,1
user # democraticpay keeps telling # blm see # chicago # detroit every # innercity # america,1
"user little user hitchhiking , dare taken ride ( lit fig ) . user user",0
user user user since subject used always ask see dick via dm fck dat rat face hoe b,1
sad sad day bitch loses sponsor,1
user best said user theres storm brewing bitch lmao,1
woman needs arrested prosecuted encouraging rape another race # depoation,1
weekend user user user user user,0
"user omg tears  thats gent , didnt olivia # loveisland",0
racist troll ale great state kentucky listen last thurs crabs # comedy # politics # election,1
2014 yall niggas still fuckin hoes . go get wife bruh # wifingsquad2014,1
# sand # # weymouth # england . 90th qe # qeii90 .,0
like bitch u aint first place ?,1
user bitch gon na get rug burn,1
user bitch fuck get mentions malzeno,1
user dis hoe bri fuck wet dream pop dream like,1
# carlpaladinos comments obamas make late contender loathsome character 2016,1
user ur tool posting vid dude pacing especially u pussy film face,1
user doesnt know dab means.fuck bitch,1
user love user much even user associate discount # samething,0
happiness humanity boy # cry # alone,0
somehow someway always end third wheeling,0
idiot makes blood boil # pig # liar,1
user skip type things get reaction ? youre like jerry springer spo world,0
ugly fucking nigger baby . thought gorilla first.14 / 88,1
"hmm ass chunky , brain insanity .",1
stay happy legsclub # jointhecircle,0
easy like sunday morning . today woke sam hat  sunday ? # strong # strongher .,0
dark skinned girls blonde hair need stop . bitch rock dijonay proud family .,1
birds bad # piggies # finger family # nursery rhymes lyrics . qua user,0
lmfao user new york user 27 world series titles alltime .,0
new book liars . thanks rec user # books # needtofindabookclub,0
los pussy ass lost 3 points winnnnnnnnn,1
homeday  # instagood # # smile # picoftheday # fun # summer,0
app storehouse shutting july 15 .,0
user height shit aint cute . yall dumb hoes going public looking like jack bean stalk .,1
user everybody knw misspell shit . ion proof read shit let ah bitch call dumb ima back dey ass,1
god damn birds,1
user know moment people . especially guys . excuse trusting fucked around hoes .,1
glasses .  # # time # selfietime # glasses # friday # weekend # modeling # hour,0
hoes aint fucking,1
fuck dreads fire hoe watch end,1
user user bitch mom didnt call,1
2days left # premiere # screening # swiftcurrent  user # yyc user user,0
user fag lol,1
dont like vixx love sejong mina also nayoung,0
regardless # dickpics think user wouldve far better mayor user,0
thnx user pilot nick amazing experience # grandcanyon afternoon,0
# bridetobe # wedding2017 # weddingcountdown begins # hat # design . conjured,0
slut kill steal course itll yo cash ill murder bitch send body back yo ass,1
# bigbang # vip # bihdaygirl # love oppa.happt bihday me.,0
"user fucking annoying hoe like omg relationship goals like close legs , get dressed something .",1
user user hell yea dont know whats wrong w brothas love cave hoes damn much . # stopitnow,1
user thats meant toward dads gf shes bitch dude,1
"user nazis continue target jews , businesses # whitefish # jewish # christians # montana # na",1
"never mean broke , keep making seem like ass . never went party fuck bitches",1
"user im 99 slay bitch , im wearin bandos armor cause im rich , got slayer helm whip droppies",1
user idea peoples actually personalities like maybe pamaj always cunt hahaha,1
dis sta monsoon mumbai # coolclimate # baarish,0
# yankees # jeter let play entire inning . thats fitting .,0
kept mouth open loop california screamin drooled face # joy # moisturizer,0
bf grandma house today goin old albums grandpa naked pics side hos 50s,1
big news coming stay tuned everyone,0
hoe nipping,1
user ill slap hoe,1
yo bitch boof got throwbac pussy,1
arent little border jumpers supposed school,0
user user user user u eat inbred trailer trash .,1
stop comparing wishing be happy work need want. # gratitude,0
weeks diy project ; sliding barndoor # new # diy # wood # barn # proud user,0
squidward face ass bitch,1
"user almost forgot . posing old brawd wont get pussy , needle dick . beat . # lollollol",1
good morning barcelona  # wednesday # sunnyday # plazareal # spain,0
user im,0
dont ask sad people .,0
weight issue mine really needs good bitch slapp .,1
finally got headphones feels like got whole new phone,0
user thus term redneck also creator mocked . good you.excellent precept daughter,1
"awful news , people sense reason . hope course recovers police catch .",0
"# men looking # coach group help know , become .",0
hate bitches wan na talk bf breaks theyre break bf . nigga . fuck inbox,1
user user user hey dont call bitch,1
"despise clichs . aint original bitch , copy . # deleted",1
take neverland . # merrygoround # dreamy # horse # wooden # woodenhorse,0
im kind miserable feels permanent whatever . # grunge # quotes # depressed,0
prepped ready user coaching . user user # expectallweathers,0
hello hands ha . gbp 7.99 get # shop # cool # home # fun,0
tuning user watch # mycelebtravelagent,0
power christ compels pop pussy .,1
user might ugly hoes aint trippin,1
"user user well know speak curses , return back sender . god said bless curse .",0
really ? invest ( link bio ) . # mind,0
# pulimunchi wishes fathers day,0
# scrutinize # savor # dispose # unbelievable # chosen # headlines revolution racism humanity,1
oh god hahaha throw back day went first music festival # basscamp2013,0
nearly time # euro2016 # frarou # comeonengland,0
"user user gave 2k trash nonbasketball soundtrack , yall still problems servers",0
user two stocks turn trash cash,0
user must created russia morning . get back blocked gope # deleteyouraccount,0
bad view walking work morning  # adventureaqua # nj # work # stingray,0
u find friendship means u person,0
hate ghetto trash special school across street building . grow criminals .,1
user aint bitch aint snitch,1
user well dont dont like ok,0
disability bigotry left user user user user defend palin retards ?,1
"user done acting like little bitch . 5 year old nephew realer scary ass , sunset time u dumb fuck",1
user thanks go clean trash ya lil nasty lol,0
current mood user web developer meet hire 6 / 22 .,0
gon na live aeon soon wtfffff,0
"user user user user yea m8 , fire crotch igniting sisters pussy since 06",1
user user user decision perform trump forever stain mormon values.,1
cool . watch 2016 aicp sponsor reel dir cut user # dancers # motioncapture,0
"user mine meaning respect fact dont want talking / chilling , anything bitch use like",1
user user gunna screaming bitches shitlol,1
getting bitches whole life getting money whole life,1
first ramon chavo profesor jirafales # childhood,0
user boys still got birds cage ? lol,0
angel stop rting fugly bitch,1
user user user user user bihday jaggi bro waiting fr ur reply bro,0
happy weekend  # girls # friends # weekend # wefie,0
dont take wickets,0
"user user pro # brexit condone everyone entitled opinion , democracy",0
question alone user city got bitches gold teeth ?,1
feels # 1day # myhea,0
total love  # picoftheday # smile # instagood # mangerenterasse # instagood,0
user user user nicca said imma slap ya daddy den put em n da yo still nigga aint,1
user hoe,1
# beaktv # healthy # wholesome life,0
leftiesshow mental deficits comprehension rational thinking .,0
bitches finna fuck birthday week .,1
user wohooo pachhyyy  congratulations,0
coming soon user near,0
user video derek jeter hits walkoff single final atbat yankee stadium,0
one corey cory user hes half retarded,1
user user plot twist penis . penny would make bitch like balloon . balloons bitches float,1
user looks prime trash pick,0
user favorite childhood memory mom found stash 30 xanax slightly less bitch exactly one,1
user hate bitch dat act like nigga .,1
excited experiencing kayla.endicott # revivalatx # selenagomez user,0
hpy n healthy,0
day goes bad tell pussy,1
ouuuuuu yieaaahh baby # jason # friday # nightfever,0
user bitch blew high dese drugs .,1
yo bitch dick come crib get passed around love,1
happy easier . user # lifesatisfaction,0
user hoes thotful,1
see fuck bitches . fuck bitches also .,1
im retarded hungover beers . lot beers .,1
user user user yall bare hoes yall dnt care bout ? ? spent childhood wild hood,1
user like damn bitch yeah .its,1
user idgaf hoe,1
thanks tuning wendy,0
user user lmao bummy bitches,1
vegas life   # pool # vegas # lasvegas # goldennugget # hotel # goodlife user,0
true user every man hoes # bye,1
user r u faggot ?,1
monday0 me1  # monday # motivation # styleoftheday # lifestyle # quoteoftheday,0
brrr hoe dichter bij het sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de prozwartepieten hoek . engvolk,1
user bitch wasnt,1
user allergic bullshit fuck boys basic bitches,1
niggahs watch fucking hate bitches,1
user # supermariorun ? please stop offended culture madness # firstworldproblems,1
user hats us trash tho lol,0
user 1 week trip questions please speak member team .,0
user finding dory perfect # disney # findingdory # disneyland # disneystore,0
user great night usa winning copa america game lebron led cavs victory,0
# nhsscot16 check # data black box # datacosmology # analytics # intelligence,0
"# todaysshow , # vj # withsenior # manimegalaivj  # fun # learn",0
"user hope bird shits face , bitch .",1
"user ok , sis . shed rather broke bitch ? shrugs shell tell works",1
"today , choose happy everyday ) # affirmation # happiness",0
user pussy still fresh something stank girls say .,1
remarkable . # iam # positive # affirmation,0
user youre little bitch x2,1
josh youre hoe,1
redneck white house / / moccasin creek,1
user owe two hoe dont wan na hear shit hyu,1
user theres one day go # phoenix24 # radiothon # nationalcrday,0
bitch remy stuck 06,1
much fun recording podcast amazing bunch people,0
user shit joel went swore kid kid fucking snitch nigga pussy ratted got,1
apaches 30 mm rounds turn jihadis tomato soup user user user user,1
"name news channel else , shut .",0
user got money dont need u bitch,1
mood rn . # glowing # imnotbitterimbetter,0
shit guys  lie,0
watching forrest gump taught bitches wan na hoes theyre tired,1
clear crisis # compassion country . ? read,1
happy halloween bitches,1
omg national best friend day whateva bestfriends miles away ok wow im,0
# nationalbestfriendday # crazy melon heads # love # friends # allways,0
"user rocket blowing reminds time college blew tranny . defense , drunk . tim",1
user first year taking pa # godivafestival,0
chick fil heard boy say lets pretend terrorist attack # signofthetimes,0
"every bitch got fat ass 3,000 # rns",1
army females bitch everything,1
"parents let drink underage , theyre fucking retarded .",1
disgusting user gtfohhhhh user mom bought pet nigger,1
"lil boys lil girl game ,",0
thanks user,0
# tweetlikeyourbestfriend made 3 bitches user,1
life never useless . soul came eah reason .  # life # spirit # thailand,0
thankful challenges . # thankful # positive,0
aldubnation . 11th monthsary # 48th weeksary,0
user mets fan tried telling rivera isnt best yankees time closer . wtf,0
"bad bitch , chest outno wonder miss righteous keeps getting left",1
booked table bihday couple weeks time,0
cant known fucking wit trash bitch .,1
user user bored hell . shoulda answered phone calls bitch rather bored .,1
user # adl # hate raison detre adl always incite means usher # jewworldorder # tyranny.,1
popular . # iam # positive # affirmation,0
"bitch get cha , bitch get cha , bitch get cha feelings . user feelings . wtf",1
user 1 good girl worth 1000 bitches,1
user white guy guns . lets blame heinous crime get heat muzzie . # msmagenda,0
user jealous bitches squirt,1
user recap dem governor candidate sc calls gop candidate whore . txdem gov . candidate mocks gop candidates di,1
new car ordered user user # cantwait # friday24th,0
user smokin cali smoke fuckin bitch wbu,1
user done # arcade # missfoune ski ski custom patterned . it,0
u wondering im answering im wondering money niggas act like bitches days,1
# happiness able # truest # honest version of,0
"leave gweh  2017 , longer debate # wypipo # slavery or",1
user cracked iphone screen,0
saved bird yesterday .,0
user keys open doors keys albino,0
user user user 17 high school dont house fucking faggot,1
"user hope future wife , ever might , sleeping studying instead hoe right nigga shutcho asss",1
user user gave move lil nigger push smh,1
user go sleep niggah lol,1
dont # promise youre # happy dont # reply youre dont # decide youre,0
user love packages fucking amazing  # vegan,0
anymore . im getting maccas dinner,0
user lester tried eat bird,0
happy pictures videos # webcam # pictures # videos,0
tf im acting like sad ass bitch ? old anthony coming back fashoo .,1
user user actions insure dem potus 3rd pay candidate get vote . user,0
user user user says guy voting candidate fbi investigation.bowing clintons .,0
user bitch mad af,1
dudes probably think eating pussy sucking pussy lips,1
society today,0
ali tmak user wishes holidays .,0
way user pops # mymouthiswatering # peruvian # dcfoodtrucks # thebestone,0
another day america  # prayfororlando happened,0
user need beaniesjust ordered two true religion ones lol,0
nigga fire nina like first day job bitch slept .,1
niggahs actin like pimps pay bitch,1
user swear bitches think still highschool,1
# sunrise # iowa # oldbarns saturday # weekend,0
"really hate bitch people , point longer give fuck",1
gold diggin ass bitch lol,1
liberty justice user go get sandwich nigger ill kill,1
# jeffsessions omits decades records ag confirmation hearing  surprise # weasel,1
"happy mind , happy life .",0
need spanish woman . dont ghetto names . cook . u till casket curvy .,0
user deep fried oreos .,0
user yankee noodle fucking awesome ya bastard .,1
"user user user user gon na believe , cripple fuckn hippo ? ?",1
im bitch austin,1
23 . officially old ass bitch,1
yall bitches want good dude cant real want blame reaction bullshit . grow fuck .,1
healing . # iam # positive # affirmation,0
free fly  # butterfly # sky # greatful # free # baires # 2016,0
"ever randomly woke ya bitch standing , staring .",1
user ? want ? allow help get want go # success # motivation,0
someones excited birds chirping outside  # caturday # morning # singaporecats,0
buddy drug whole train lmao good . extra ass hoes,1
user getting called ugly bitch use idolize . ohhhh well okay .,1
"im home , fluffy dressing gown spaghetti bolognese dinner",0
glad hear found little boys body tact . prayers family comfo . # orlando,0
"person new years resolution jackass everyone . yeah , im going buy ps3 . im retarded .",1
mom bitches much,1
user side hoes always winning,1
user # heal naturally # healthy # idwp # joytrain,0
pussys pussy get need,1
user yall dick riding praising hoes thats half miami feel like celebs social media shit,1
happy bihday sirjee bihdayelectroman user ji,0
"bitch bit dick , id probably beat shit .",1
conjuring wasnt trash . wasnt good insidious .,0
user definitely reading,0
user lmao yes kind like ghetto yet says u feel,0
happiness always inside job . happy enjoy every moment # letiziah,0
user user user but.country music listeners really hicks alcoholics,1
fuckin bird,1
smiling life good rite,0
worst bm world smh bitch devil,1
user user im queer three dollar bill first response coming sarcastic wow really ? never,1
"yankee birth , lived much life north . see diff level racism user user user",0
"user # music puts accent feelings , youre # happy # time gives answers wounded",0
user leavin hope hoes,1
user nothing stop hoe going club .,1
user mcdonald employees always rolling eyes pay coins like bitch broke af fuck giving attitud,1
im happy make happy  # ps4 # gamer,0
bitch tell im addicted pussy lookin pass,1
user user bitch lol,1
day 45 user zihao.lee accompany tonight try meet,0
someone get cheese crackers,0
# blissful sunday fathers day,0
perfect . # iam # positive # affirmation c,0
vido nude hardcore tracks,0
guy matt gets morning # freakin #,0
user jordans trash,0
user hella miserable . face,0
user flappy birds cheat codes,0
want meet guy treat right # hair,0
user fathers day user user user minnie wishes user dads happy fathers day,0
rand went full retard time ago user user isnt playing game . hes retarded .,1
im fuck bitch shit,1
user youve though ive would turned heartless bitch im stronger bet,1
get picture bitch .,1
make mans jus calm kp looking mumus,0
first half done real half begins # pileupriddim video shoot,0
# abandoned military bases experimentation room # blog # silver # gold # forex,0
user lol . fun havent race since hs ( charlotte ) . crazy redneck times . lol .,0
user got tickets one legend user    user # hello # allnightlong,0
user user cant run # thug # fool # agitator # stl ? user user user,1
8am biology lab aint hoe,1
# knit # crochet # stash # horde makes  wish time # creativity,0
wondrous . # iam # positive # affirmation,0
user hate bitches twerk slow songs,1
"hoe , dont care",0
proud mayor like user isnt afraid speak truthand yes completely right,1
# gracemugabe husband . # mugabe # zimbabwe user user user user,1
really tweet,0
user # holyspirit god still share # secrets amos 37 blessings # jesus,0
user u get u put . u offering pussy dont mad u receive dick,1
gone found tattooist gon na big cat sleeve throat piece,0
user girls care guys wcw hoes,1
user user user stop sale guns please . many get killed like ?,0
david # today # day,0
lmao user nobody cleans house faster nigga expecting pussy .,1
user done everything hoes ever wanted daddy . nigga w money,1
word factory race denial prevents healing # southafrica # leadership # transformation # inequality 9,1
"brave # baahubali back silver screens , # still film ?",0
thankful able learn . # thankful # positive,0
# nosurprise user # performing user # mormonism # polygamist roots ; kin # adultery . # moneyovermorals,1
user 5 simple rules life user # quote # leadership # inspiration user user,0
"bad bitches ? bad bitches , mean tacos .",1
"user bitches argue 30 mins like know , aint gon na argue bitch ? ? ?",1
user damn niggah side bitch got making sandwich,1
man got ta hang snoop lion aka nemo hoes,1
user pussy aint broski . jus turn,1
"especially dem souf niccas , dat shit outrageous",1
# aleppo # orlando # syria # trump # war # berlinattack # inequality # bagdad # nice # paris nothing celebrate . # getreal,1
ur welcome teammates dance tune joyfulness,0
whos thottie ? yous thottie whos thottie ? yous thottie yes bitch womp womp . lord save parched hoes,1
user craving cereal theres milk,0
feelin young niggah,1
user im gon na tell friend buy scuf dumb chink frail pussy,1
celebrating bihday mom new york . # newyork # trip # monandson # behday,0
user user yall boyz fried fuck dat pussy nigga blue doe,1
aaaaand steph still wont get finals mvp (,0
# musedchat bull dominate bull direct whatever want . yo,0
user user faggot scoon wan na ball ?,1
user good feeling happens . # smile # instalike # instamood # instapic,0
ive posted blog # secondlife # lonely # neko,0
makeup save hoes,1
user told yall . side bitches w motives powerful u think . im sleep .,1
# team comes together # togetherwecan # teamspirit,0
# awkward # whatsup # hashtags,0
fathers day.love u dad .,0
gotcha thanks mom . ) # stansmith # adidasshoes # thankful,0
user user # dsds # laura # selfie thanks great show,0
user allnew # jaguarfpace way # jaguarstb # comingsoon # jaguar # fpace,0
bitch face bitch voice match kinda hard making friends .,1
excited # love # lifeisgreat # blessed # luckygirl,0
scheduled first college visit user,0
user user retard,1
lmaooo wait everybody talm bout card crackers ? missed,1
user yo bag gucci still ugly hoe shut,1
congrats guys user user user user proud album release today,0
"hour , like ? user # tanktop",0
hoes hoes tweetin ya panties bein wet,1
user user ah thank / ),0
"user hey , fuk hoes prolly already",1
thats matters  # healthy # healthfirst # cleaneating # bodyproud # happiness,0
crying big bang theory howards mum died  . # tbbt,0
# 2nd keyring make # results . shop xx,0
"boy yo bitch lame , dont nobody know",1
yall men need watch cream pies bitches yeast infections 7 day monistat treatment . know difference,1
user obama always necessary protect american people defend evolving threats ho,0
never seen toddler chug water bottle fast lol,0
fathers day dad,0
resigned today chaer school . # texas # justicereform,1
fag,1
"today relate never give , difficult wait bt sabr ka phal meetha hota hai",0
play pussy get fucked,1
grow user rtuser nigga hoes doesnt mean doesnt love,1
"racism resource development , political stories inuit watched 2016",1
user like fuccck man yall bitches wearing wigs school ?,1
2 hoes 1 dyke,1
user day # america . sad lost # lives sad families . sad obama happen # isla,0
lunch  #    #     #  #  # helthy # lunch # sarada # colorful # delicious # food,0
user person blame bad day . # regret # upset # unhappy #  ht,0
one drunk white bitch always instigate problems involving least one.black dude crys afterwards someone gets hurt,1
user bitches play everybodys team,1
live dreams .  # ripchristinagrimmi # sherock # rockgirls # dogdaysareover,0
user u got ta pathetic bitch ride another females house looking nigga aint smh,1
user bitches call daddy,1
user user ive also seen lot democrats charlie baker ad makes want scr,0
user hoes still gon hoes tomorrow .,1
user # spoty perhaps # murrayhaters would happier # murray bit like # gazza ? hero # drunk # wifebeater,1
"user drake bitch made , likes phonte much wont track",1
digital world live,0
"hit tell im fucking cant say shit bitch , head game point # rns",1
see user ( among others ) user user user user user   everybody say yeah,0
dick sherman get caught blow tranny hooker time soon please ? preferably pete carroll,1
lets help make bentley famous soo sad  # bentley,0
took uber thr shakey club last weekend . 12 total . cheaper 20 parking . 8 extra throw hoes .,1
user thank mick,0
hoes # superweak,1
user pussy ass nigga,1
love life  # canon60d # fun # water # beach # cloud # follow4follow # shoutout,0
# fathersday sexy daddies .  # cuteness # blackandwhite # tinybaby # loveit,0
wen south choose dark south heroines . kajal tamanna amy wtf ? ?,1
saturday night  # niece # sleepover # exploring,0
user .user user unbelievable aicle tip never ok tell someone procreate f,1
weeknd makes songs hoes,1
user user take bitch recieve head mom,1
marilyn monroe set standard hoes achieve society,1
love people bitch athletes payed much . like theyd turn millions fuck ever,1
user aint nothing cut bitch,1
user hate bitches brag bout bf put single,1
